Property ID,Region,Province,District,Locality,PostalCode,Street,Price,PropertyType,PropertySubtype,ConstructionYear,StateBuilding,KitchenType,FacadeCount,FloorCount,EPCScore,HasTerrace,HasGarden,HasKitchen,Open_fire,SwimmingPool,Furnished,BedroomCount,LivingArea,Terrace_Area,Garden_Area,LandWidth,LandSurface,ScrapedURL,PriceType,TypeSale,LifeAnnuitySale
20161765,Brussels,Brussels,Brussels,Uccle,1180,Avenue Kersbeek - Kersbeeklaan,398000,HOUSE,HOUSE,1937.0,TO_RENOVATE,SEMI_EQUIPPED,2.0,2.0,D,0,0,1,0,0,0,0.0,186.0,,,0.0,186.0,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20161765,residential_sale,FOR_SALE,0
20241237,Flanders,Antwerp,Turnhout,Dessel,2480,Golding,356625,HOUSE,HOUSE,2023.0,AS_NEW,,4.0,,A,0,0,0,0,0,0,3.0,125.0,,,0.0,457.0,https://www.immoweb.be/en/classified/house/for-sale/dessel/2480/20241237,residential_sale,FOR_SALE,0
20241234,Flanders,Antwerp,Turnhout,Dessel,2480,Golding,352816,HOUSE,HOUSE,2023.0,AS_NEW,,3.0,,A,0,0,0,0,0,0,3.0,125.0,,,0.0,333.0,https://www.immoweb.be/en/classified/house/for-sale/dessel/2480/20241234,residential_sale,FOR_SALE,0
20241233,Flanders,Antwerp,Turnhout,Dessel,2480,Golding,356263,HOUSE,HOUSE,2023.0,AS_NEW,,3.0,,A,0,0,0,0,0,0,3.0,135.0,,,0.0,363.0,https://www.immoweb.be/en/classified/house/for-sale/dessel/2480/20241233,residential_sale,FOR_SALE,0
20241229,Flanders,West Flanders,Kortrijk,Heestert,8551,Stijn Streuvelsstraat,285000,HOUSE,HOUSE,1967.0,GOOD,,4.0,2.0,F,0,0,0,0,0,0,3.0,,,,17.0,900.0,https://www.immoweb.be/en/classified/house/for-sale/heestert/8551/20241229,residential_sale,FOR_SALE,0
20241228,Flanders,West Flanders,Kortrijk,Harelbeke,8530,Prosper De Donckerstraat,239000,HOUSE,HOUSE,1930.0,AS_NEW,,2.0,2.0,D,0,0,0,0,0,0,3.0,148.0,,,5.0,156.0,https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8530/20241228,residential_sale,FOR_SALE,0
20241213,Flanders,Antwerp,Turnhout,Westerlo,2260,Nieuwstraat,220000,HOUSE,HOUSE,1930.0,TO_RENOVATE,,3.0,,F,0,0,0,0,0,0,3.0,127.0,,,0.0,320.0,https://www.immoweb.be/en/classified/house/for-sale/westerlo/2260/20241213,residential_sale,FOR_SALE,0
20241221,Flanders,Flemish Brabant,Halle-Vilvoorde,Vilvoorde,1800,Groenstraat,375000,HOUSE,HOUSE,,,,2.0,3.0,D,0,0,0,0,0,0,4.0,130.0,,,0.0,570.0,https://www.immoweb.be/en/classified/house/for-sale/vilvoorde/1800/20241221,residential_sale,FOR_SALE,0
20241210,Flanders,Flemish Brabant,Halle-Vilvoorde,Halle,1500,Ninoofsesteenweg,250000,HOUSE,HOUSE,1925.0,,,2.0,3.0,C,0,0,0,0,0,0,3.0,99.0,,,12.0,107.0,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/20241210,residential_sale,FOR_SALE,0
20241207,Flanders,West Flanders,Diksmuide,Lo-Reninge,8647,Noordschoteplein,415000,HOUSE,HOUSE,,AS_NEW,,3.0,3.0,B,0,0,0,0,0,0,7.0,,,,22.0,394.0,https://www.immoweb.be/en/classified/house/for-sale/lo-reninge/8647/20241207,residential_sale,FOR_SALE,0
20240714,Flanders,Antwerp,Mechelen,Lier,2500,Spekkestraat,348000,HOUSE,HOUSE,1918.0,AS_NEW,,2.0,,D,0,0,0,0,0,0,3.0,150.0,,,4.0,113.0,https://www.immoweb.be/en/classified/house/for-sale/lier/2500/20240714,residential_sale,FOR_SALE,0
20240718,Flanders,West Flanders,Roeselare,Roeselare,8800,Lodewijk van Velthemstraat,875000,HOUSE,HOUSE,1982.0,TO_BE_DONE_UP,,4.0,3.0,C,0,0,0,0,0,0,5.0,471.0,,,0.0,1598.0,https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20240718,residential_sale,FOR_SALE,0
20242462,Flanders,East Flanders,Gent,Drongen,9031,Leegte,442185,HOUSE,HOUSE,2025.0,GOOD,INSTALLED,,,,0,0,1,0,0,0,3.0,,,,0.0,588.0,https://www.immoweb.be/en/classified/house/for-sale/drongen/9031/20242462,residential_sale,FOR_SALE,0
20240695,Flanders,Antwerp,Turnhout,Noorderwijk,2200,Kruisstraat,465000,HOUSE,HOUSE,2024.0,,INSTALLED,3.0,2.0,,1,0,1,0,0,0,3.0,162.0,12.0,,0.0,136.0,https://www.immoweb.be/en/classified/house/for-sale/noorderwijk/2200/20240695,residential_sale,FOR_SALE,0
20241227,Flanders,West Flanders,Kortrijk,HEULE,8501,Jakob Vandervaetstraat,125000,HOUSE,HOUSE,,TO_RENOVATE,,2.0,,E,1,1,0,0,0,0,2.0,139.0,8.0,120.0,0.0,205.0,https://www.immoweb.be/en/classified/house/for-sale/heule/8501/20241227,residential_sale,FOR_SALE,0
10808573,Wallonie,Liège,Liège,ougree,4102,Rue des cotillages,145000,HOUSE,HOUSE,,TO_RENOVATE,,2.0,,,0,0,0,0,0,0,2.0,90.0,,,0.0,107.0,https://www.immoweb.be/en/classified/house/for-sale/ougree/4102/10808573,residential_sale,FOR_SALE,0
20240646,Brussels,Brussels,Brussels,Woluwe-Saint-Lambert,1200,Avenue de Juillet,790000,HOUSE,HOUSE,1925.0,TO_RENOVATE,HYPER_EQUIPPED,2.0,4.0,G,1,1,1,0,0,0,10.0,362.0,5.0,50.0,0.0,250.0,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/20240646,residential_sale,FOR_SALE,0
20209136,Brussels,Brussels,Brussels,Woluwe-Saint-Lambert,1200,Avenue Orion,650000,HOUSE,HOUSE,1954.0,GOOD,SEMI_EQUIPPED,3.0,2.0,G,0,1,1,0,0,0,3.0,225.0,,230.0,0.0,300.0,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/20209136,residential_sale,FOR_SALE,0
20241403,Flanders,East Flanders,Aalst,Aalst,9300,Beekveldstraat,299000,HOUSE,HOUSE,,,INSTALLED,2.0,,C,0,0,1,0,0,0,3.0,127.0,,,0.0,0.0,https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20241403,residential_sale,FOR_SALE,0
20241392,Flanders,East Flanders,Gent,DEINZE,9800,,349000,HOUSE,HOUSE,1969.0,TO_BE_DONE_UP,INSTALLED,4.0,,F,0,0,1,0,0,0,5.0,246.0,,,0.0,609.0,https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/20241392,residential_sale,FOR_SALE,0
